iter	MultiClass
175	0.7753253615
176	0.7728551475
177	0.7704367846
178	0.7679609121
179	0.765490066
180	0.7630182751
181	0.7605930486
182	0.7582875
183	0.7560852671
184	0.7539548499
185	0.7518239718
186	0.7497415944
187	0.7476692993
188	0.7455088002
189	0.7434326531
190	0.7414022989
191	0.7394382149
192	0.7375050409
193	0.7354815443
194	0.7335542611
195	0.7316276288
196	0.7298049028
197	0.727944574
198	0.7261520158
199	0.7243670626
200	0.7226004932
201	0.7208870766
202	0.7191790929
203	0.7175437419
204	0.7159269972
205	0.7142102614
206	0.7125415007
207	0.7109962739
208	0.709481268
209	0.7079990545
210	0.7064758925
211	0.7049602245
212	0.7035293917
213	0.702003727
214	0.7005405825
215	0.6990866383
216	0.6977530567
217	0.6963479392
218	0.6949851316
219	0.693628662
220	0.6923305955
221	0.6910040732
222	0.6897358167
223	0.6883301198
224	0.6871505108
225	0.6860117881
226	0.6847450471
227	0.6835473882
228	0.6822464115
229	0.6810354213
230	0.6798452209
231	0.6786467476
232	0.6775009133
233	0.676455943
234	0.6753336048
235	0.6741953063
236	0.6731278896
237	0.6719814474
238	0.6709037022
239	0.6698462895
240	0.6687351128
241	0.6676389442
242	0.6665437539
243	0.6655226681
244	0.664494648
245	0.663543604
246	0.6625685808
247	0.6616193469
248	0.6606942541
249	0.6597085162
250	0.6588105819
251	0.6578803834
252	0.6570254419
253	0.6561177709
254	0.655240487
255	0.6544294735
256	0.6535839916
257	0.6527773851
258	0.6519186528
259	0.6510460057
260	0.6502383577
261	0.6494231864
262	0.6486255955
263	0.6478000927
264	0.6470217197
265	0.6462911953
266	0.6455532617
267	0.6448009181
268	0.6439769806
269	0.6431728446
270	0.6423949079
271	0.6416413113
272	0.6409237331
273	0.6402539014
274	0.639578566
275	0.6389330671
276	0.6382364527
277	0.6376008993
278	0.63696784
279	0.6362793716
280	0.6355702244
281	0.6349122313
282	0.6342104581
283	0.6335690372
284	0.6328675098
285	0.6322711796
286	0.6316511684
287	0.6310687463
288	0.630560981
289	0.6299008867
290	0.6293633088
291	0.628753539
292	0.6281122418
293	0.627520588
294	0.6268835028
295	0.626354022
296	0.6258207082
297	0.6252709488
298	0.6247721468
299	0.6242422654
300	0.6238537684
301	0.6233658566
302	0.6228580373
303	0.6223622417
304	0.6217979998
305	0.6212296856
306	0.6207844031
307	0.6202880855
308	0.6197720773
309	0.6192233465
310	0.6187214936
311	0.618204437
312	0.6177518713
313	0.6172927356
314	0.6168560303
315	0.6164321301
316	0.6159650704
317	0.6154836143
318	0.6150239816
319	0.6145678908
320	0.6141704632
321	0.6137243645
322	0.6133294094
323	0.6129187773
324	0.6124879523
325	0.6120366248
326	0.6117333056
327	0.6112689315
328	0.6108102444
329	0.6104648392
330	0.6101680969
331	0.6097138414
332	0.6092763072
333	0.6088694897
334	0.6085508976
335	0.6082192782
336	0.6078575755
337	0.6075332088
338	0.6071191427
339	0.6067118708
340	0.6063045848
341	0.6059327843
342	0.6056138435
343	0.605336571
344	0.6049290109
345	0.6045483379
346	0.6042941449
347	0.6039880668
348	0.6037366408
349	0.6033943278
350	0.603134635
351	0.6027923279
352	0.6024398692
353	0.6022110145
354	0.6019514638
355	0.6017138123
356	0.6013777611
357	0.6010809705
358	0.6008348236
359	0.6005923434
360	0.6003316966
361	0.6000325532
362	0.59967357
363	0.5993989631
364	0.5991457663
365	0.5988394965
366	0.5984873243
367	0.5982179905
368	0.5979584498
369	0.5977238002
370	0.5974692373
371	0.5971790045
372	0.5969830554
373	0.5967739873
374	0.5965356341
375	0.5963685865
376	0.5961168749
377	0.5958864615
378	0.5956487203
379	0.5954167089
380	0.5951197934
381	0.5947908229
382	0.5945656133
383	0.5943403897
384	0.5940916984
385	0.5939446422
386	0.5937146701
387	0.593474742
388	0.5931819151
389	0.5929453558
390	0.5926561409
391	0.5923413723
392	0.5921586009
393	0.5919029724
394	0.5915828692
395	0.5913310846
396	0.5912113429
397	0.590962679
398	0.5907729341
399	0.5906132126
400	0.5903487573
401	0.5901682584
402	0.5898810834
403	0.5897492744
404	0.5894902048
405	0.5893646477
406	0.5892166149
407	0.5891020358
408	0.5889246879
409	0.5887843756
410	0.5885434968
411	0.5883325079
412	0.5881160997
413	0.5878595217
414	0.5876775778
415	0.5874819088
416	0.5873158254
417	0.5870994233
418	0.5868757494
419	0.5866896104
420	0.5865162162
421	0.5864001147
422	0.5861632476
423	0.5859493852
424	0.5858281256
425	0.5856466914
426	0.5854957492
427	0.5853478213
428	0.5852309034
429	0.5850444503
430	0.5849427485
431	0.5847165111
432	0.5844983093
433	0.584316966
434	0.584149854
435	0.5839810253
436	0.5837729421
437	0.5836259519
438	0.5835470704
439	0.5833513894
440	0.5832563676
441	0.5830375449
442	0.5829385971
443	0.5827480521
444	0.5826305991
445	0.5824978347
446	0.5823486017
447	0.5822612083
448	0.582083873
449	0.5819744121
450	0.5817549938
451	0.5816484481
452	0.5814604552
453	0.5813201997
454	0.581215362
455	0.5810018435
456	0.5808467905
457	0.5806210884
458	0.5804748667
459	0.5803525111
460	0.5802181448
461	0.580098727
462	0.5799601266
463	0.5798214227
464	0.579670465
465	0.5795013163
466	0.5794095518
467	0.5792181111
468	0.5791082616
469	0.5789799637
470	0.5788276406
471	0.5787622621
472	0.5786286339
473	0.5784748999
474	0.5782976582
475	0.5781963652
476	0.5780177351
477	0.5779192783
478	0.5778465778
479	0.5777038241
480	0.5775483463
481	0.5774275887
482	0.577288246
483	0.5771762703
484	0.5770827957
485	0.5769456298
486	0.5768204657
487	0.5767418232
488	0.5766217529
489	0.5764497102
490	0.5763295681
491	0.576230506
492	0.5760937914
493	0.5759633566
494	0.5758493857
495	0.5756795093
496	0.575544077
497	0.5754397084
498	0.5752913698
499	0.575189891
500	0.575114483
501	0.5749974383
502	0.5748701898
503	0.574790886
504	0.5746927463
505	0.5745593844
506	0.5744401568
507	0.5743538383
508	0.5742230222
509	0.5741614752
510	0.5740745078
511	0.5738836512
512	0.5737489076
513	0.5735999424
514	0.5734773831
515	0.5733855145
516	0.5732404329
517	0.5730676079
518	0.5728708464
519	0.5726922667
520	0.5725733114
521	0.5724892874
522	0.5723448499
523	0.5721904435
524	0.5721078967
525	0.571967227
526	0.5718816213
527	0.5718181421
528	0.571695878
529	0.5715903504
530	0.5714334138
531	0.5712491431
532	0.5711720367
533	0.5710725301
534	0.5709683761
535	0.570819174
536	0.5707418365
537	0.5706829604
538	0.5706100611
539	0.5705216891
540	0.5703493179
541	0.5702689675
542	0.570162694
543	0.5700761795
544	0.5699354583
545	0.5698334356
546	0.5697743637
547	0.5695813102
548	0.5694724516
549	0.5693644789
550	0.5693249172
551	0.5692758569
552	0.5691813374
553	0.5690984257
554	0.5689985522
555	0.5688150036
556	0.5686638456
557	0.5685752454
558	0.5685556224
559	0.5684541014
560	0.5683858876
561	0.568316453
562	0.568223897
563	0.5681187894
564	0.5679662149
565	0.5678859977
566	0.5677613135
567	0.5676559006
568	0.5675899392
569	0.5675077644
570	0.5674395489
571	0.5672830457
572	0.5672055087
573	0.5671518277
574	0.567127522
575	0.5670011532
576	0.566880888
577	0.5667590662
578	0.566657016
579	0.5665920611
580	0.5665043514
581	0.5664407349
582	0.5663602723
583	0.5663235665
584	0.5662527873
585	0.5661792182
586	0.5661415541
587	0.566066893
588	0.5659361959
589	0.5658034188
590	0.5657312394
591	0.5656384179
592	0.5655803026
593	0.5655157238
594	0.5654270996
595	0.5653784126
596	0.5653063995
597	0.5652356322
598	0.5651449733
599	0.5650944443
600	0.5649771034
601	0.5648469112
602	0.5647358387
603	0.5646185594
604	0.5645496895
605	0.5645142061
606	0.5644482134
607	0.5643742393
608	0.5642907
609	0.5642174371
610	0.5641303536
611	0.564016294
612	0.5638805344
613	0.5637464587
614	0.5636781573
615	0.563559098
616	0.5634840436
617	0.563405208
618	0.5633431458
619	0.5632120482
620	0.563127952
621	0.563020882
622	0.562953519
623	0.5628854991
624	0.562823479
625	0.5627659619
626	0.5626654242
627	0.5625761851
628	0.5624711136
629	0.5624065607
630	0.5623087059
631	0.562256894
632	0.5621523287
633	0.5620717247
634	0.5620215307
635	0.5618985831
636	0.5617731564
637	0.5617093109
638	0.561674303
639	0.5615295199
640	0.5614205906
641	0.5613466364
642	0.5612767301
643	0.5612250801
644	0.5611849621
645	0.5610583612
646	0.560999987
647	0.5609203933
648	0.5608360527
649	0.5607803039
650	0.5607101207
651	0.5606643789
652	0.5605861401
653	0.5605117912
654	0.5603962552
655	0.5603727782
656	0.560285663
657	0.5602454701
658	0.5601485706
659	0.5601153088
660	0.5600660998
661	0.5599815568
662	0.5599108245
663	0.559881323
664	0.5598149366
665	0.5597557747
666	0.559637209
667	0.5595624628
668	0.5594077803
669	0.5593615528
670	0.5592778293
671	0.5591984626
672	0.5591499949
673	0.5590632296
674	0.5590091987
675	0.55897047
676	0.5588630078
677	0.5587749971
678	0.5587162118
679	0.5586165668
680	0.5585297689
681	0.5584466663
682	0.5583959387
683	0.5583524993
684	0.5583461436
685	0.5582844878
686	0.5582035203
687	0.5580843537
688	0.5579734709
689	0.5578896694
690	0.5578132282
691	0.5576707532
692	0.5575738911
693	0.5574452781
694	0.55738352
695	0.5572846812
696	0.5571723776
697	0.5570799098
698	0.556972895
699	0.5569233033
700	0.5568172297
701	0.5567794697
702	0.5567007767
703	0.5566508266
704	0.5566296083
705	0.5565434849
706	0.5565027439
707	0.5564412439
708	0.5564005307
709	0.5562736324
710	0.5561538036
711	0.5560890538
712	0.5560331173
713	0.5559558392
714	0.5559075401
715	0.555859638
716	0.555798947
717	0.5557122218
718	0.5556661907
719	0.5556208896
720	0.5555868561
721	0.5555502819
722	0.555460966
723	0.5553667139
724	0.5552285618
725	0.5552048525
726	0.555135686
727	0.5550914602
728	0.5550398187
729	0.5549671239
730	0.5548541429
731	0.5547488579
732	0.5547031559
733	0.5546489275
734	0.5545847442
735	0.5544714813
736	0.5544280123
737	0.5543615148
738	0.5543285968
739	0.5542644871
740	0.5541712003
741	0.5540705304
742	0.5539909809
743	0.5539236852
744	0.5538322482
745	0.5537694825
746	0.5537468243
747	0.5537165201
748	0.5536623299
749	0.5536160593
750	0.553568888
751	0.5534889055
752	0.5534466987
753	0.5534318594
754	0.5533891197
755	0.5533195559
756	0.5532255315
757	0.5531562972
758	0.5531014358
759	0.5530070808
760	0.55299336
761	0.5529032803
762	0.5528783596
763	0.5528184037
764	0.5527497138
765	0.5526267678
766	0.552522911
767	0.5524606165
768	0.5523892346
769	0.5523235634
770	0.5522556761
771	0.552154112
772	0.5520777913
773	0.5520282329
774	0.5519591687
775	0.5518370633
776	0.5517633066
777	0.5517070827
778	0.5515962241
779	0.5515121423
780	0.5514631471
781	0.5513967772
782	0.5513319755
783	0.5512951669
784	0.5512305138
785	0.5511108389
786	0.5510762554
787	0.5510054674
788	0.5509673738
789	0.550920145
790	0.5508791029
791	0.5507867185
792	0.5507271555
793	0.5507229495
794	0.5506288096
795	0.5506020897
796	0.5504973615
797	0.5504570543
798	0.55038455
799	0.5502425085
800	0.5501783613
801	0.5500922556
802	0.5499919819
803	0.5499297354
804	0.549884704
805	0.5497887286
806	0.5497601924
807	0.5496874675
808	0.5495857004
809	0.5495374338
810	0.549510699
811	0.5494594896
812	0.5493574862
813	0.5493039292
814	0.5492321696
815	0.5491831045
816	0.5491511224
817	0.549110635
818	0.5490720594
819	0.5490359125
820	0.5489596957
821	0.5488799488
822	0.5488064804
823	0.548765688
824	0.5486857078
825	0.5486239221
826	0.5485213597
827	0.54838591
828	0.5482974696
829	0.5482247595
830	0.5482070719
831	0.5481398473
832	0.5480469986
833	0.5479619356
834	0.5478697562
835	0.5478160416
836	0.5477552583
837	0.5477245765
838	0.5476794203
839	0.5476385122
840	0.5475444396
841	0.5474685102
842	0.5474064961
843	0.5473202123
844	0.5472831272
845	0.5472257536
846	0.5471281758
847	0.5470391311
848	0.5470040399
849	0.5469541482
850	0.5468946603
851	0.5468458315
852	0.5467511969
853	0.5466983568
854	0.5466585617
855	0.5465651624
856	0.5465119236
857	0.5464522594
858	0.5463757363
859	0.5463505721
860	0.5463018614
861	0.5462116336
862	0.5461494766
863	0.5460753695
864	0.5460111389
865	0.5460091228
866	0.5459405466
867	0.5458645851
868	0.5457334591
869	0.5456819253
870	0.5456590397
871	0.5456438149
872	0.5455260822
873	0.5455062393
874	0.5454544097
875	0.5453065442
876	0.5451949978
877	0.5451765681
878	0.5451452175
879	0.5450994851
880	0.5450539282
881	0.5449871079
882	0.5449659192
883	0.5448998479
884	0.5448460956
885	0.5447918578
886	0.5447428286
887	0.5446768096
888	0.5446455336
889	0.5446195272
890	0.5445167168
891	0.5444240326
892	0.544364355
893	0.5443006311
894	0.5442138888
895	0.5441353172
896	0.5440708327
897	0.5440067448
898	0.543965115
899	0.5438605058
900	0.5438426078
901	0.5437729866
902	0.543716676
903	0.5435843425
904	0.5435826798
905	0.5434925525
906	0.5434601291
907	0.5433791973
908	0.5433170086
909	0.5432565697
910	0.5432358614
911	0.5431661507
912	0.543098194
913	0.5430525053
914	0.5429757536
915	0.5429660464
916	0.5429128558
917	0.5428613454
918	0.5427850664
919	0.5427113182
920	0.5426386672
921	0.5426060114
922	0.5425217642
923	0.5424695247
924	0.5424267022
925	0.5423688659
926	0.5422837173
927	0.5422375464
928	0.5421206928
929	0.5420772747
930	0.5420272356
931	0.5419499686
932	0.5418519972
933	0.5418234306
934	0.5417851546
935	0.5416973096
936	0.5416408485
937	0.5415469871
938	0.5415199705
939	0.5414363942
940	0.5413824503
941	0.5413278657
942	0.5412586916
943	0.5411768805
944	0.5411289301
945	0.5410528359
946	0.5409642691
947	0.5409148593
948	0.5408565746
949	0.5408098588
950	0.540766425
951	0.5406489752
952	0.540585289
953	0.5405429051
954	0.5404942644
955	0.5404387601
956	0.5404059002
957	0.5403463984
958	0.5403015879
959	0.5402379208
960	0.5401983635
961	0.5401321698
962	0.5400501112
963	0.5400056183
964	0.5398666756
965	0.5397891535
966	0.539743258
967	0.5396363078
968	0.5395906305
969	0.5395326302
970	0.5395142287
971	0.5394625748
972	0.5394488416
973	0.5393911625
974	0.5393601981
975	0.5392719923
976	0.5391928853
977	0.5390965339
978	0.5390315164
979	0.5389666043
980	0.5388680445
981	0.5387698447
982	0.538719339
983	0.5386290153
984	0.5385914962
985	0.5385095865
986	0.5384610815
987	0.5384326154
988	0.5383702321
989	0.5382798688
990	0.5382009287
991	0.5381418066
992	0.5381097199
993	0.5380418193
994	0.5379851571
995	0.5379288627
996	0.5379031599
997	0.537848412
998	0.5378002097
999	0.5377201306
1000	0.537610182
1001	0.5375728159
1002	0.5374370669
1003	0.5373573398
1004	0.5373054601
1005	0.5372625232
1006	0.5372181001
1007	0.5371841821
1008	0.5370991136
1009	0.5370657887
1010	0.5370152863
1011	0.5369406895
1012	0.5368769994
1013	0.5368175383
1014	0.5367748637
1015	0.5367182174
1016	0.5366403593
1017	0.5365577398
1018	0.5364565116
1019	0.5363644265
1020	0.5363099799
1021	0.536272184
1022	0.5362150701
1023	0.5361718284
1024	0.5361435434
1025	0.5360788234
1026	0.5360113933
1027	0.5359972149
1028	0.5359087845
1029	0.5358760507
1030	0.5358271714
1031	0.535759819
1032	0.5356698932
1033	0.5356205743
1034	0.5355624824
1035	0.5354641954
1036	0.5353345314
1037	0.5352424974
1038	0.5352056745
1039	0.5351522058
1040	0.5351036497
1041	0.5350070366
1042	0.5349533406
1043	0.5348914159
1044	0.5348450097
1045	0.5347698958
1046	0.5347032251
1047	0.5346294055
1048	0.5345738642
1049	0.5344825728
1050	0.5344012896
1051	0.534373471
1052	0.5343431026
1053	0.5342835518
1054	0.53423125
1055	0.5341837607
1056	0.5341376383
1057	0.5340892301
1058	0.5340092632
1059	0.5339130987
1060	0.5338338075
1061	0.5337746542
1062	0.5337331887
1063	0.5336331933
1064	0.5336154814
1065	0.5335061662
1066	0.5334369547
1067	0.5334231836
1068	0.5333512042
1069	0.5332845011
1070	0.533200851
1071	0.5331250072
1072	0.5331046074
1073	0.5330755954
1074	0.5329610761
1075	0.5328778429
1076	0.5328130178
1077	0.5327690798
1078	0.532675867
1079	0.5326321848
1080	0.5325451691
1081	0.5324997359
1082	0.5324641626
1083	0.5324415305
1084	0.5324267973
1085	0.5323623389
1086	0.5322848026
1087	0.5322203596
1088	0.5321411659
1089	0.5321006996
1090	0.5320252057
1091	0.5319856737
1092	0.5318850894
1093	0.5318567658
1094	0.5318168228
1095	0.5317773287
1096	0.5316668985
1097	0.5316291072
1098	0.5315770848
1099	0.5315013174
1100	0.5314414082
1101	0.531357677
1102	0.5313118486
1103	0.5312395706
1104	0.5311492507
1105	0.5310806841
1106	0.5309376371
1107	0.5309137361
1108	0.5308312346
1109	0.5307973368
1110	0.5307867178
1111	0.5307610625
1112	0.5307009416
1113	0.5306502991
1114	0.5305967634
1115	0.5305050761
1116	0.5304370988
1117	0.5304126002
1118	0.5303677776
1119	0.5302923496
1120	0.5302441585
1121	0.5302035077
1122	0.530145856
1123	0.5300649973
1124	0.5300230835
1125	0.5299683928
1126	0.529912679
1127	0.5298547482
1128	0.5297979083
1129	0.5297668341
1130	0.529743755
1131	0.5297006236
1132	0.5296619368
1133	0.5296316312
1134	0.5295434896
1135	0.529495938
1136	0.5294387916
1137	0.529394499
1138	0.5293491477
1139	0.529260483
1140	0.5292032503
1141	0.5291693234
1142	0.5291478784
1143	0.5291064817
1144	0.5290691104
1145	0.5290441232
1146	0.5289697929
1147	0.5288912871
1148	0.5288269463
1149	0.5287911516
1150	0.5287543696
1151	0.5287075964
1152	0.5286645173
1153	0.5286223129
1154	0.5285267718
1155	0.5284642761
1156	0.528415727
1157	0.5283418878
1158	0.5283218092
1159	0.5282747035
1160	0.5282039797
1161	0.5281495154
1162	0.5281043128
1163	0.5280501318
1164	0.5280245458
1165	0.5279416645
1166	0.5278446533
1167	0.5278042957
1168	0.5277758403
1169	0.5276856446
1170	0.5276404621
1171	0.5276111996
1172	0.5275473827
1173	0.5274872116
1174	0.5274163809
1175	0.527382407
1176	0.5273269432
1177	0.5272588158
1178	0.5272072632
1179	0.5271514886
1180	0.5271212467
1181	0.527042195
1182	0.5269587278
1183	0.526876612
1184	0.5268095499
1185	0.5267475947
1186	0.5267010849
1187	0.5266440099
1188	0.5265653188
1189	0.5264980611
1190	0.5264164101
1191	0.5263586358
1192	0.5263231223
1193	0.5262997731
1194	0.5262235133
1195	0.5261206923
1196	0.5260945279
1197	0.5260649919
1198	0.5260219126
1199	0.5259879874
1200	0.5259541302
1201	0.5258998575
1202	0.5258737933
1203	0.5258440559
1204	0.5257766388
1205	0.5257233231
1206	0.5256768779
1207	0.5256400736
1208	0.5256129901
1209	0.5254848281
1210	0.5254156011
1211	0.5253570394
1212	0.5252979157
1213	0.5252553087
1214	0.5251731265
1215	0.5251218244
1216	0.5250863911
1217	0.5250469461
1218	0.5249929538
1219	0.5249537106
1220	0.5249443957
1221	0.5249362259
1222	0.5248909643
1223	0.5248070925
1224	0.5247629487
1225	0.5247330258
1226	0.524668155
1227	0.5246393069
1228	0.5245753474
1229	0.5245428581
1230	0.5245010405
1231	0.5244416853
1232	0.5243904809
1233	0.5243250069
1234	0.5243162346
1235	0.5242640638
1236	0.5241941973
1237	0.5241168966
1238	0.5240571466
1239	0.5240002775
1240	0.5239885305
1241	0.5239627766
1242	0.5238966541
1243	0.5238485544
1244	0.5238035845
1245	0.5237519997
1246	0.5237151902
1247	0.5236807566
1248	0.5236315949
1249	0.5235822622
1250	0.5235487907
1251	0.5234169622
1252	0.5233507428
1253	0.523260135
1254	0.5231826196
1255	0.5231208763
1256	0.5230702196
1257	0.5230367904
1258	0.5229820822
1259	0.5229524326
1260	0.5229356702
1261	0.5228866319
1262	0.5227880885
1263	0.5227357899
1264	0.5226806192
1265	0.5226528952
1266	0.522592026
1267	0.5225451983
1268	0.5225079328
1269	0.5224162388
1270	0.5223694694
1271	0.522283306
1272	0.5222228092
1273	0.5221919081
1274	0.5221208866
1275	0.5220869725
1276	0.5220295291
1277	0.521988659
1278	0.5219403948
1279	0.5218833472
1280	0.5218138442
1281	0.5217544053
1282	0.5217380603
1283	0.5217189343
1284	0.5216352026
1285	0.5215680056
1286	0.5214829431
1287	0.5214459858
1288	0.5214056201
1289	0.5213665264
1290	0.5213307174
1291	0.5212724162
1292	0.5211767101
1293	0.5210873888
1294	0.5210073903
1295	0.5209361036
1296	0.5208757414
1297	0.5208503252
1298	0.5207841839
1299	0.5207463266
1300	0.5207204267
1301	0.5206189237
1302	0.5205772049
1303	0.5205393066
1304	0.5205273399
1305	0.5204912104
1306	0.520456608
1307	0.5203939533
1308	0.5203515518
1309	0.5203431747
1310	0.5203159653
1311	0.520246356
1312	0.5201546656
1313	0.520088359
1314	0.5200475379
1315	0.5199822418
1316	0.5199353494
1317	0.5198644484
1318	0.5198474694
1319	0.5198113087
1320	0.5197505918
1321	0.5197191474
1322	0.519672049
1323	0.5196422709
1324	0.5196232381
1325	0.5195664212
1326	0.5195045694
1327	0.5194444406
1328	0.5193857441
1329	0.5193234286
1330	0.5192976526
1331	0.5192441242
1332	0.5191517552
1333	0.5191315924
1334	0.5190740734
1335	0.5190493547
1336	0.5189992601
1337	0.5189893711
1338	0.5189054614
1339	0.5188540477
1340	0.5188039959
1341	0.5187697166
1342	0.5187162048
1343	0.5186734653
1344	0.5186156359
1345	0.5185710976
1346	0.518536739
1347	0.5184096371
1348	0.518338147
1349	0.5182870042
1350	0.5182590486
1351	0.5181570206
1352	0.5181271348
1353	0.5180739887
1354	0.5180181293
1355	0.5179665338
1356	0.5179622878
1357	0.5179173594
1358	0.5178229979
1359	0.5177642795
1360	0.5176724015
1361	0.5176493298
1362	0.5176107451
1363	0.5175644564
1364	0.517522642
1365	0.5174844408
1366	0.5174652743
1367	0.5173615268
1368	0.5173113791
1369	0.517260099
1370	0.5171909578
1371	0.5171730071
1372	0.5171246328
1373	0.5171022088
1374	0.5170456626
1375	0.5170279277
1376	0.516995297
1377	0.5169617171
1378	0.5169252095
1379	0.5168798519
1380	0.5168475521
1381	0.5167773575
1382	0.5167281033
1383	0.516685088
1384	0.5166322511
1385	0.516601857
1386	0.5165622825
1387	0.5165169098
1388	0.5164632924
1389	0.5163942633
1390	0.5163576259
1391	0.5163394871
1392	0.516295347
1393	0.5161951993
1394	0.5161391783
1395	0.5161116581
1396	0.5160389596
1397	0.5160096908
1398	0.515954393
1399	0.5159029735
1400	0.5158584549
1401	0.5158212377
1402	0.5157658682
1403	0.5157413584
1404	0.5157135433
1405	0.515662491
1406	0.5156424017
1407	0.515608385
1408	0.5155683343
1409	0.5155123454
1410	0.5154337251
1411	0.5153507395
1412	0.5153072554
1413	0.5152723979
1414	0.5152352495
1415	0.5151672655
1416	0.5150944303
1417	0.5150579218
1418	0.5150419951
1419	0.515008885
1420	0.5149759038
1421	0.5149474808
1422	0.5149192206
1423	0.514862339
1424	0.5148429183
1425	0.5147987274
1426	0.5147522268
1427	0.5147181019
1428	0.5146670311
1429	0.5146281311
1430	0.5146055962
1431	0.5145636267
1432	0.5145416021
1433	0.5144966102
1434	0.5144054483
1435	0.5143345039
1436	0.5142340232
1437	0.5141359782
1438	0.5141243037
1439	0.5141042333
1440	0.5140859352
1441	0.5140398846
1442	0.5140004403
1443	0.5139475111
1444	0.5138782306
1445	0.5138669981
1446	0.5138444244
1447	0.513798055
1448	0.5137679959
1449	0.5136948136
1450	0.5136421596
1451	0.5136018886
1452	0.5135718259
1453	0.5135389793
1454	0.5135034291
1455	0.5134422618
1456	0.5134097876
1457	0.5133824293
1458	0.5133390241
1459	0.5132960664
1460	0.5132246685
1461	0.5131742423
1462	0.5131615628
1463	0.5131179461
1464	0.5130877092
1465	0.5130269164
1466	0.5129840092
1467	0.5129648356
1468	0.512936733
1469	0.5128678221
1470	0.512778135
1471	0.5126946293
1472	0.5126239254
1473	0.512549433
1474	0.5124852961
1475	0.5124514923
1476	0.5124099637
1477	0.5123560119
1478	0.5122962577
1479	0.5122416216
1480	0.5121908348
1481	0.5121794706
1482	0.5121557821
1483	0.5120830019
1484	0.5120315593
1485	0.5119875508
1486	0.5119386564
1487	0.5119081583
1488	0.51186813
1489	0.5118250005
1490	0.5117821751
1491	0.5116939796
1492	0.5116905592
1493	0.5116165644
1494	0.5115990353
1495	0.5115608325
1496	0.5115164322
1497	0.5114659669
1498	0.5114137088
1499	0.5113894989
1500	0.5113590095
1501	0.5112963835
1502	0.5112552284
1503	0.5112140659
1504	0.5111898055
1505	0.5111079315
1506	0.5110652931
1507	0.5110125354
1508	0.5109703723
1509	0.5109218988
1510	0.5108690145
1511	0.5108520478
1512	0.5108383928
1513	0.5107915128
1514	0.5107812072
1515	0.5107696372
1516	0.5106823382
1517	0.5106598288
1518	0.510596369
1519	0.5105414042
