iter	Passed	Remaining
1494	157019	2993865
1495	157117	2993638
1496	157251	2994079
1497	157379	2994409
1498	157510	2994791
1499	157604	2994478
1500	157724	2994666
1501	157814	2994271
1502	157931	2994387
1503	158037	2994304
1504	158151	2994365
1505	158257	2994275
1506	158392	2994751
1507	158490	2994507
1508	158619	2994848
1509	158715	2994576
1510	158842	2994879
1511	158938	2994609
1512	159066	2994932
1513	159161	2994633
1514	159273	2994662
1515	159381	2994608
1516	159474	2994269
1517	159588	2994332
1518	159697	2994304
1519	159795	2994068
1520	159921	2994340
1521	160029	2994291
1522	160129	2994087
1523	160252	2994326
1524	160376	2994565
1525	160480	2994445
1526	160581	2994269
1527	160694	2994305
1528	160794	2994099
1529	160912	2994235
1530	161011	2994011
1531	161125	2994082
1532	161225	2993877
1533	161349	2994111
1534	161473	2994359
1535	161566	2994028
1536	161684	2994163
1537	161807	2994379
1538	161908	2994195
1539	162028	2994378
1540	162126	2994138
1541	162263	2994613
1542	162357	2994299
1543	162477	2994473
1544	162583	2994371
1545	162683	2994180
1546	162800	2994284
1547	162903	2994131
1548	162993	2993758
1549	163121	2994068
1550	163214	2993730
1551	163337	2993961
1552	163434	2993695
1553	163566	2994081
1554	163659	2993764
1555	163780	2993937
1556	163871	2993578
1557	163989	2993699
1558	164101	2993716
1559	164201	2993527
1560	164312	2993524
1561	164411	2993303
1562	164505	2992997
1563	164620	2993058
1564	164725	2992951
1565	164851	2993224
1566	164959	2993171
1567	165056	2992912
1568	165196	2993441
1569	165294	2993207
1570	165416	2993396
1571	165517	2993220
1572	165645	2993516
1573	165755	2993492
1574	165886	2993854
1575	165983	2993599
1576	166103	2993764
1577	166199	2993485
1578	166327	2993791
1579	166441	2993836
1580	166540	2993620
1581	166654	2993674
1582	166761	2993592
1583	166862	2993413
1584	166980	2993532
1585	167093	2993572
1586	167205	2993581
1587	167311	2993492
1588	167419	2993418
1589	167531	2993444
1590	167637	2993346
1591	167741	2993215
1592	167867	2993480
1593	167958	2993117
1594	168083	2993360
1595	168184	2993182
1596	168311	2993457
1597	168408	2993198
1598	168529	2993380
1599	168631	2993208
1600	168750	2993353
1601	168848	2993114
1602	168981	2993497
1603	169093	2993502
1604	169218	2993739
1605	169312	2993435
1606	169434	2993618
1607	169544	2993603
1608	169670	2993851
1609	169761	2993504
1610	169895	2993887
1611	169993	2993659
1612	170107	2993708
1613	170206	2993480
1614	170319	2993509
1615	170412	2993192
1616	170523	2993178
1617	170614	2992824
1618	170725	2992807
1619	170823	2992582
1620	170955	2992928
1621	171039	2992450
1622	171152	2992474
1623	171247	2992188
1624	171411	2993101
1625	171505	2992807
1626	171622	2992905
1627	171723	2992709
1628	171844	2992877
1629	171938	2992578
1630	172058	2992725
1631	172169	2992716
1632	172263	2992400
1633	172382	2992534
1634	172495	2992555
1635	172615	2992704
1636	172734	2992837
1637	172853	2992958
1638	172945	2992624
1639	173065	2992772
1640	173185	2992916
1641	173279	2992605
1642	173409	2992918
1643	173554	2993498
1644	173678	2993705
1645	173782	2993581
1646	173917	2993981
1647	174022	2993858
1648	174117	2993578
1649	174245	2993849
1650	174345	2993650
1651	174466	2993805
1652	174565	2993599
1653	174706	2994095
1654	174799	2993765
1655	174917	2993883
1656	175008	2993514
1657	175117	2993479
1658	175227	2993444
1659	175338	2993435
1660	175451	2993451
1661	175562	2993443
1662	175664	2993273
1663	175784	2993408
1664	175882	2993169
1665	176005	2993356
1666	176104	2993145
1667	176239	2993538
1668	176361	2993713
1669	176474	2993728
1670	176575	2993547
1671	176691	2993617
1672	176789	2993374
1673	176915	2993620
1674	177014	2993402
1675	177135	2993555
1676	177249	2993578
1677	177359	2993541
1678	177454	2993267
1679	177590	2993671
1680	177686	2993395
1681	177805	2993518
1682	177897	2993180
1683	178027	2993478
1684	178164	2993906
1685	178276	2993904
1686	178392	2993974
1687	178507	2994024
1688	178625	2994116
1689	178720	2993838
1690	178835	2993874
1691	178945	2993846
1692	179055	2993815
1693	179150	2993532
1694	179272	2993700
1695	179375	2993532
1696	179511	2993931
1697	179615	2993809
1698	179740	2994011
1699	179860	2994147
1700	179956	2993884
1701	180077	2994021
1702	180188	2994001
1703	180275	2993595
1704	180389	2993625
1705	180483	2993316
1706	180596	2993336
1707	180687	2992984
1708	180808	2993118
1709	180921	2993133
1710	181021	2992936
1711	181144	2993112
1712	181243	2992901
1713	181361	2992987
1714	181456	2992710
1715	181574	2992809
1716	181677	2992648
1717	181810	2992999
1718	181911	2992814
1719	182051	2993258
1720	182146	2992983
1721	182279	2993314
1722	182379	2993125
1723	182472	2992799
1724	182588	2992858
1725	182683	2992578
1726	182800	2992663
1727	182899	2992446
1728	183022	2992618
1729	183121	2992402
1730	183244	2992577
1731	183341	2992326
1732	183467	2992537
1733	183554	2992134
1734	183671	2992200
1735	183773	2992029
1736	183872	2991816
1737	183984	2991812
1738	184081	2991562
1739	184199	2991651
1740	184323	2991845
1741	184423	2991635
1742	184538	2991691
1743	184633	2991399
1744	184760	2991645
1745	184879	2991747
1746	184972	2991435
1747	185092	2991546
1748	185192	2991353
1749	185293	2991160
1750	185405	2991153
1751	185499	2990861
1752	185617	2990958
1753	185734	2991019
1754	185829	2990746
1755	185950	2990884
1756	186046	2990622
1757	186175	2990884
1758	186288	2990888
1759	186380	2990553
1760	186482	2990392
1761	186600	2990485
1762	186703	2990323
1763	186830	2990559
1764	186927	2990307
1765	187062	2990663
1766	187162	2990475
1767	187283	2990605
1768	187397	2990629
1769	187499	2990450
1770	187622	2990626
1771	187719	2990380
1772	187837	2990462
1773	187933	2990192
1774	188053	2990323
1775	188155	2990152
1776	188273	2990226
1777	188369	2989967
1778	188491	2990111
1779	188588	2989862
1780	188712	2990048
1781	188824	2990032
1782	188917	2989726
1783	189039	2989871
1784	189132	2989560
1785	189250	2989653
1786	189350	2989451
1787	189471	2989578
1788	189584	2989589
1789	189682	2989355
1790	189824	2989808
1791	189939	2989850
1792	190042	2989703
1793	190180	2990097
1794	190278	2989857
1795	190408	2990126
1796	190495	2989729
1797	190617	2989876
1798	190720	2989715
1799	190846	2989927
1800	190942	2989669
1801	191066	2989836
1802	191179	2989840
1803	191290	2989815
1804	191384	2989523
1805	191502	2989602
1806	191596	2989315
1807	191717	2989436
1808	191816	2989222
1809	191948	2989515
1810	192080	2989823
1811	192197	2989886
1812	192334	2990247
1813	192427	2989945
1814	192570	2990407
1815	192685	2990440
1816	192785	2990244
1817	192913	2990475
1818	193006	2990161
1819	193131	2990349
1820	193246	2990383
1821	193343	2990137
1822	193479	2990493
1823	193593	2990507
1824	193688	2990229
1825	193811	2990384
1826	193921	2990342
1827	194017	2990084
1828	194141	2990245
1829	194237	2989981
1830	194366	2990230
1831	194495	2990467
1832	194594	2990261
1833	194722	2990483
1834	194828	2990384
1835	194936	2990306
1836	195065	2990537
1837	195161	2990284
1838	195291	2990535
1839	195391	2990345
1840	195506	2990365
1841	195606	2990161
1842	195731	2990351
1843	195841	2990296
1844	195941	2990104
1845	196062	2990221
1846	196173	2990179
1847	196265	2989864
1848	196401	2990205
1849	196498	2989968
1850	196632	2990278
1851	196729	2990038
1852	196856	2990246
1853	196982	2990441
1854	197077	2990152
1855	197199	2990299
1856	197301	2990121
1857	197454	2990728
1858	197543	2990355
1859	197668	2990537
1860	197765	2990281
1861	197891	2990485
1862	197989	2990247
1863	198114	2990420
1864	198209	2990144
1865	198327	2990211
1866	198416	2989851
1867	198533	2989911
1868	198625	2989578
1869	198743	2989651
1870	198845	2989484
1871	198964	2989569
1872	199054	2989220
1873	199212	2989883
1874	199329	2989945
1875	199438	2989877
1876	199550	2989852
1877	199649	2989636
1878	199771	2989773
1879	199879	2989687
1880	199995	2989725
1881	200082	2989329
1882	200203	2989443
1883	200306	2989289
1884	200443	2989639
1885	200540	2989396
1886	200661	2989498
1887	200755	2989213
1888	200883	2989429
1889	200996	2989423
1890	201091	2989155
1891	201212	2989255
1892	201332	2989355
1893	201434	2989182
1894	201584	2989733
1895	201690	2989607
1896	201802	2989595
1897	201903	2989403
1898	202023	2989500
1899	202117	2989209
1900	202248	2989466
1901	202345	2989221
1902	202465	2989311
1903	202573	2989242
1904	202687	2989236
1905	202816	2989471
1906	202904	2989093
1907	203025	2989206
1908	203127	2989025
1909	203252	2989189
1910	203372	2989288
1911	203468	2989032
1912	203583	2989045
1913	203683	2988849
1914	203811	2989052
1915	203905	2988762
1916	204041	2989099
1917	204132	2988758
1918	204248	2988797
1919	204347	2988578
1920	204479	2988845
1921	204575	2988596
1922	204699	2988735
1923	204793	2988447
1924	204914	2988552
1925	205004	2988210
1926	205133	2988439
1927	205240	2988339
1928	205349	2988269
1929	205470	2988377
1930	205592	2988494
1931	205702	2988436
1932	205803	2988249
1933	205959	2988867
1934	206061	2988695
1935	206188	2988880
1936	206291	2988718
1937	206437	2989191
1938	206536	2988970
1939	206656	2989067
1940	206747	2988731
1941	206872	2988891
1942	206971	2988670
1943	207097	2988844
1944	207204	2988758
1945	207331	2988939
1946	207430	2988720
1947	207554	2988872
1948	207652	2988643
1949	207778	2988807
1950	207898	2988894
1951	207992	2988617
1952	208116	2988755
1953	208214	2988525
1954	208330	2988556
1955	208423	2988260
1956	208545	2988363
1957	208650	2988239
1958	208789	2988603
1959	208897	2988506
1960	208994	2988276
1961	209130	2988590
1962	209235	2988449
1963	209327	2988142
1964	209459	2988396
1965	209576	2988430
1966	209670	2988157
1967	209800	2988374
1968	209897	2988129
1969	210030	2988408
1970	210133	2988240
1971	210256	2988373
1972	210354	2988146
1973	210473	2988213
1974	210567	2987929
1975	210691	2988061
1976	210793	2987888
1977	210905	2987858
1978	211028	2987992
1979	211113	2987580
1980	211252	2987928
1981	211359	2987829
1982	211479	2987909
1983	211572	2987613
1984	211692	2987692
1985	211809	2987729
1986	211907	2987501
1987	212040	2987770
1988	212136	2987507
1989	212269	2987777
1990	212362	2987468
1991	212481	2987543
1992	212575	2987253
1993	212701	2987418
1994	212787	2987028
1995	212898	2986973
1996	213001	2986815
1997	213135	2987091
1998	213228	2986801
1999	213361	2987060
2000	213459	2986833
2001	213580	2986928
2002	213675	2986658
2003	213815	2987020
2004	213918	2986863
2005	214058	2987215
2006	214153	2986942
2007	214274	2987035
2008	214379	2986912
2009	214473	2986627
2010	214596	2986743
2011	214692	2986489
2012	214815	2986602
2013	214911	2986358
2014	215039	2986540
2015	215162	2986661
2016	215284	2986759
2017	215390	2986647
2018	215490	2986445
2019	215605	2986451
2020	215712	2986352
2021	215830	2986400
2022	215942	2986370
2023	216067	2986517
2024	216152	2986108
2025	216273	2986197
2026	216384	2986151
2027	216531	2986595
2028	216641	2986529
2029	216771	2986745
2030	216886	2986750
2031	216975	2986398
2032	217113	2986723
2033	217226	2986702
2034	217319	2986406
2035	217442	2986525
2036	217537	2986256
2037	217664	2986429
2038	217771	2986315
2039	217889	2986366
2040	217988	2986152
2041	218119	2986374
2042	218227	2986282
2043	218321	2986008
2044	218440	2986069
2045	218539	2985857
2046	218673	2986114
2047	218768	2985841
2048	218889	2985933
2049	218978	2985590
2050	219098	2985653
2051	219193	2985392
2052	219311	2985435
2053	219406	2985168
2054	219545	2985495
2055	219639	2985223
2056	219768	2985410
2057	219870	2985242
2058	219994	2985368
2059	220112	2985414
2060	220200	2985046
2061	220321	2985136
2062	220419	2984906
2063	220547	2985087
2064	220652	2984952
2065	220772	2985019
2066	220882	2984965
2067	221010	2985142
2068	221123	2985107
2069	221220	2984879
2070	221347	2985034
2071	221443	2984785
2072	221566	2984895
2073	221675	2984822
2074	221777	2984646
2075	221891	2984631
2076	221987	2984375
2077	222101	2984366
2078	222196	2984105
2079	222339	2984484
2080	222433	2984204
2081	222551	2984238
2082	222646	2983978
2083	222770	2984103
2084	222869	2983888
2085	222989	2983952
2086	223086	2983717
2087	223219	2983960
2088	223354	2984229
2089	223476	2984313
2090	223584	2984228
2091	223686	2984053
2092	223808	2984147
2093	223903	2983883
2094	224041	2984184
2095	224135	2983914
2096	224250	2983907
2097	224351	2983728
2098	224474	2983826
2099	224591	2983856
2100	224692	2983674
2101	224825	2983916
2102	224920	2983644
2103	225042	2983733
2104	225139	2983503
2105	225254	2983504
2106	225349	2983228
2107	225457	2983134
2108	225552	2982881
2109	225673	2982955
2110	225768	2982694
2111	225891	2982795
2112	226001	2982732
2113	226105	2982584
2114	226226	2982658
2115	226334	2982571
2116	226436	2982388
2117	226560	2982509
2118	226651	2982196
2119	226773	2982289
2120	226870	2982048
2121	226993	2982154
2122	227095	2981979
2123	227217	2982063
2124	227322	2981935
2125	227413	2981626
2126	227553	2981944
2127	227670	2981972
2128	227765	2981703
2129	227887	2981799
2130	227985	2981568
2131	228107	2981662
2132	228228	2981732
2133	228319	2981420
2134	228452	2981651
2135	228555	2981490
2136	228674	2981539
2137	228774	2981345
2138	228920	2981742
2139	229026	2981627
2140	229173	2982033
2141	229272	2981821
2142	229410	2982128
2143	229501	2981803
2144	229628	2981954
2145	229739	2981897
2146	229835	2981652
2147	229957	2981734
2148	230053	2981485
2149	230186	2981715
2150	230280	2981441
2151	230404	2981554
2152	230505	2981366
2153	230626	2981438
2154	230724	2981218
2155	230845	2981294
2156	230939	2981018
2157	231063	2981125
2158	231166	2980965
2159	231308	2981303
2160	231396	2980953
2161	231534	2981254
2162	231629	2980989
2163	231758	2981158
2164	231850	2980858
2165	231962	2980816
2166	232054	2980512
2167	232180	2980651
2168	232278	2980420
2169	232394	2980436
2170	232491	2980196
2171	232607	2980203
2172	232709	2980035
2173	232850	2980357
2174	232949	2980140
2175	233079	2980337
2176	233171	2980038
2177	233286	2980032
2178	233396	2979960
2179	233492	2979712
2180	233621	2979880
2181	233721	2979676
2182	233852	2979872
2183	233961	2979795
2184	234062	2979614
2185	234178	2979620
2186	234276	2979387
2187	234399	2979492
2188	234494	2979226
2189	234615	2979294
2190	234708	2979008
2191	234852	2979365
2192	234944	2979070
2193	235056	2979021
2194	235145	2978682
2195	235259	2978667
2196	235358	2978463
2197	235478	2978509
2198	235573	2978253
2199	235690	2978264
2200	235792	2978097
2201	235910	2978135
2202	236022	2978086
2203	236115	2977793
2204	236238	2977890
2205	236351	2977860
2206	236448	2977620
2207	236564	2977631
2208	236656	2977331
2209	236777	2977399
2210	236881	2977245
2211	237012	2977438
2212	237110	2977216
2213	237228	2977246
2214	237319	2976945
2215	237449	2977114
2216	237556	2977013
2217	237652	2976761
2218	237771	2976808
2219	237868	2976576
2220	237975	2976455
2221	238077	2976294
2222	238173	2976039
2223	238290	2976058
2224	238386	2975818
2225	238507	2975880
2226	238605	2975663
2227	238752	2976046
2228	238855	2975888
2229	238967	2975838
2230	239061	2975565
2231	239194	2975790
2232	239304	2975714
2233	239414	2975635
2234	239516	2975464
2235	239633	2975488
2236	239729	2975234
2237	239861	2975434
2238	239983	2975511
2239	240081	2975296
2240	240223	2975623
2241	240321	2975402
2242	240438	2975417
2243	240548	2975336
2244	240659	2975283
2245	240754	2975023
2246	240881	2975157
2247	240984	2975000
2248	241100	2975000
2249	241196	2974752
2250	241317	2974820
2251	241428	2974759
2252	241528	2974565
2253	241642	2974536
2254	241752	2974467
2255	241844	2974177
2256	241971	2974312
2257	242067	2974065
2258	242184	2974081
2259	242298	2974047
2260	242421	2974139
2261	242520	2973936
2262	242649	2974088
2263	242742	2973805
2264	242862	2973862
2265	242956	2973593
2266	243081	2973696
2267	243174	2973413
2268	243296	2973490
2269	243397	2973314
2270	243515	2973329
2271	243613	2973109
2272	243738	2973222
2273	243826	2972883
2274	243949	2972963
2275	244041	2972677
2276	244156	2972666
2277	244265	2972576
2278	244377	2972527
2279	244477	2972333
2280	244617	2972628
2281	244719	2972449
2282	244834	2972441
2283	244928	2972171
2284	245062	2972385
2285	245187	2972492
2286	245284	2972264
2287	245407	2972347
2288	245535	2972486
2289	245664	2972644
2290	245769	2972516
2291	245893	2972608
2292	246015	2972675
2293	246122	2972567
2294	246247	2972675
2295	246345	2972459
2296	246465	2972497
2297	246564	2972291
2298	246711	2972659
2299	246834	2972744
2300	246961	2972875
2301	247058	2972644
2302	247180	2972707
2303	247295	2972695
2304	247389	2972431
2305	247523	2972644
2306	247622	2972440
2307	247747	2972544
2308	247844	2972305
2309	247961	2972320
2310	248052	2972016
2311	248176	2972110
2312	248270	2971834
2313	248384	2971817
2314	248483	2971600
2315	248609	2971718
2316	248731	2971791
2317	248829	2971565
2318	248945	2971564
2319	249045	2971372
2320	249190	2971712
2321	249306	2971710
2322	249406	2971515
2323	249528	2971581
2324	249630	2971413
2325	249745	2971393
2326	249843	2971172
2327	249970	2971297
2328	250094	2971393
2329	250225	2971558
2330	250326	2971378
2331	250457	2971553
2332	250553	2971309
2333	250674	2971363
2334	250773	2971151
2335	250889	2971151
2336	250987	2970926
2337	251113	2971044
2338	251206	2970770
2339	251326	2970809
2340	251433	2970696
2341	251531	2970475
2342	251649	2970489
2343	251751	2970320
2344	251873	2970385
2345	251971	2970165
2346	252085	2970141
2347	252194	2970054
2348	252304	2969975
2349	252403	2969768
2350	252545	2970063
2351	252644	2969862
2352	252764	2969907
2353	252877	2969863
2354	252973	2969617
2355	253100	2969745
2356	253199	2969535
2357	253320	2969586
2358	253430	2969510
2359	253529	2969304
2360	253654	2969405
2361	253748	2969131
2362	253873	2969237
2363	253970	2969011
2364	254093	2969078
2365	254200	2968969
2366	254292	2968677
2367	254406	2968643
2368	254506	2968455
2369	254626	2968493
2370	254747	2968549
2371	254857	2968462
2372	254976	2968497
2373	255075	2968289
2374	255201	2968395
2375	255301	2968198
2376	255420	2968228
2377	255515	2967980
2378	255644	2968122
2379	255746	2967947
2380	255872	2968058
2381	255968	2967817
2382	256087	2967838
2383	256168	2967432
2384	256286	2967444
2385	256388	2967270
2386	256508	2967309
2387	256603	2967056
2388	256728	2967149
2389	256845	2967154
2390	256938	2966883
2391	257063	2966977
2392	257166	2966813
2393	257287	2966868
2394	257400	2966826
2395	257501	2966640
2396	257625	2966727
2397	257729	2966571
2398	257847	2966584
2399	257941	2966330
2400	258095	2966755
2401	258193	2966534
2402	258305	2966479
2403	258399	2966220
2404	258518	2966241
2405	258623	2966106
2406	258747	2966192
2407	258841	2965924
2408	258960	2965954
2409	259070	2965871
2410	259160	2965562
2411	259277	2965571
2412	259376	2965366
2413	259496	2965401
2414	259597	2965210
2415	259717	2965252
2416	259818	2965068
2417	259940	2965128
2418	260039	2964923
2419	260154	2964897
2420	260243	2964579
2421	260362	2964607
2422	260486	2964686
2423	260582	2964452
2424	260703	2964495
2425	260800	2964264
2426	260919	2964292
2427	261031	2964233
2428	261131	2964044
2429	261249	2964058
2430	261345	2963814
2431	261467	2963868
2432	261578	2963801
2433	261678	2963611
2434	261798	2963647
2435	261913	2963618
2436	262005	2963337
2437	262128	2963402
2438	262226	2963186
2439	262347	2963238
2440	262454	2963119
2441	262546	2962838
2442	262686	2963097
2443	262779	2962831
2444	262914	2963031
2445	263012	2962813
2446	263135	2962878
2447	263230	2962628
2448	263356	2962735
2449	263485	2962862
2450	263579	2962609
2451	263712	2962787
2452	263834	2962840
2453	263938	2962694
2454	264074	2962909
2455	264170	2962668
2456	264293	2962736
2457	264411	2962737
2458	264520	2962652
2459	264640	2962680
2460	264734	2962428
2461	264864	2962566
2462	264960	2962334
2463	265076	2962316
2464	265171	2962062
2465	265286	2962040
2466	265386	2961851
2467	265506	2961878
2468	265598	2961600
2469	265713	2961573
2470	265809	2961335
2471	265944	2961537
2472	266040	2961295
2473	266160	2961335
2474	266251	2961043
2475	266377	2961136
2476	266487	2961057
2477	266578	2960769
2478	266688	2960678
2479	266784	2960443
2480	266895	2960381
2481	266997	2960212
2482	267118	2960246
2483	267219	2960066
2484	267345	2960169
2485	267456	2960100
2486	267554	2959878
2487	267673	2959903
2488	267772	2959703
2489	267895	2959766
2490	267993	2959549
2491	268096	2959391
2492	268190	2959131
2493	268303	2959083
2494	268395	2958809
2495	268516	2958840
2496	268621	2958707
2497	268753	2958870
2498	268847	2958614
2499	268964	2958609
2500	269061	2958381
2501	269180	2958407
2502	269278	2958188
2503	269406	2958307
2504	269505	2958109
2505	269639	2958291
2506	269744	2958147
2507	269838	2957898
2508	269964	2957985
2509	270076	2957925
2510	270173	2957707
2511	270294	2957748
2512	270390	2957509
2513	270509	2957528
2514	270631	2957576
2515	270745	2957543
2516	270842	2957312
2517	270963	2957349
2518	271057	2957101
2519	271176	2957112
2520	271282	2956994
2521	271379	2956764
2522	271502	2956827
2523	271617	2956798
2524	271742	2956885
2525	271849	2956762
2526	271940	2956475
2527	272061	2956521
2528	272155	2956255
2529	272277	2956309
2530	272379	2956141
2531	272495	2956125
2532	272609	2956082
2533	272710	2955901
2534	272822	2955849
2535	272931	2955749
2536	273031	2955559
2537	273151	2955587
2538	273254	2955431
2539	273342	2955110
2540	273465	2955170
2541	273560	2954927
2542	273682	2954974
2543	273791	2954885
2544	273889	2954672
2545	274004	2954640
2546	274101	2954422
2547	274219	2954428
2548	274315	2954192
2549	274444	2954318
2550	274537	2954046
2551	274664	2954145
2552	274795	2954291
2553	274895	2954108
2554	275020	2954178
2555	275111	2953900
2556	275231	2953922
2557	275341	2953843
2558	275455	2953801
2559	275559	2953649
2560	275683	2953724
2561	275784	2953542
2562	275910	2953629
2563	276010	2953437
2564	276132	2953485
2565	276237	2953354
2566	276342	2953215
2567	276435	2952950
2568	276561	2953040
2569	276671	2952957
2570	276768	2952735
2571	276889	2952775
2572	276995	2952641
2573	277083	2952324
2574	277203	2952348
2575	277308	2952213
2576	277407	2952011
2577	277526	2952027
2578	277629	2951867
2579	277761	2952027
2580	277888	2952116
2581	277975	2951796
2582	278101	2951882
2583	278209	2951771
2584	278317	2951673
2585	278425	2951571
2586	278546	2951605
2587	278649	2951444
2588	278767	2951448
2589	278876	2951354
2590	278986	2951274
2591	279084	2951058
2592	279217	2951217
2593	279325	2951112
2594	279446	2951147
2595	279545	2950951
2596	279666	2950983
2597	279757	2950694
2598	279873	2950675
2599	279968	2950434
2600	280102	2950611
2601	280196	2950356
2602	280318	2950396
2603	280418	2950210
2604	280539	2950240
2605	280647	2950140
2606	280766	2950144
2607	280870	2950003
2608	280991	2950036
2609	281088	2949810
2610	281206	2949810
2611	281296	2949521
2612	281421	2949590
2613	281522	2949412
2614	281644	2949454
2615	281757	2949406
2616	281868	2949330
2617	281962	2949086
2618	282077	2949051
2619	282169	2948780
2620	282284	2948748
2621	282380	2948517
2622	282493	2948469
2623	282587	2948214
2624	282743	2948607
2625	282866	2948667
2626	282973	2948542
2627	283064	2948261
2628	283189	2948340
2629	283296	2948227
2630	283410	2948181
2631	283508	2947967
2632	283630	2948017
2633	283740	2947931
2634	283861	2947959
2635	283960	2947757
2636	284088	2947863
2637	284180	2947595
2638	284296	2947566
2639	284398	2947401
2640	284539	2947634
2641	284668	2947753
2642	284791	2947797
2643	284913	2947838
2644	285008	2947601
2645	285125	2947588
2646	285238	2947536
2647	285330	2947262
2648	285446	2947245
2649	285553	2947129
2650	285653	2946941
2651	285782	2947055
2652	285879	2946832
2653	286006	2946918
2654	286105	2946720
2655	286227	2946762
2656	286311	2946415
2657	286438	2946505
2658	286545	2946390
2659	286645	2946199
2660	286764	2946208
2661	286855	2945925
2662	286969	2945878
2663	287068	2945685
2664	287191	2945732
2665	287307	2945714
2666	287409	2945545
2667	287531	2945583
2668	287622	2945303
2669	287743	2945331
2670	287840	2945116
2671	287962	2945153
2672	288059	2944928
2673	288193	2945094
2674	288288	2944850
2675	288410	2944889
2676	288505	2944649
2677	288629	2944714
2678	288733	2944567
2679	288831	2944355
2680	288963	2944490
2681	289064	2944318
2682	289189	2944385
2683	289289	2944195
2684	289488	2945023
2685	289600	2944957
2686	289746	2945235
2687	289870	2945290
2688	290001	2945422
2689	290119	2945416
2690	290214	2945175
2691	290347	2945327
2692	290455	2945218
2693	290583	2945317
2694	290686	2945153
2695	290814	2945253
2696	290917	2945096
2697	291038	2945117
2698	291134	2944895
2699	291257	2944935
2700	291350	2944682
2701	291476	2944757
2702	291577	2944576
2703	291702	2944642
2704	291797	2944404
2705	291933	2944576
2706	292022	2944277
2707	292158	2944455
2708	292259	2944278
2709	292380	2944305
2710	292473	2944043
2711	292593	2944063
2712	292694	2943880
2713	292807	2943830
2714	292934	2943911
2715	293031	2943695
2716	293161	2943804
2717	293258	2943594
2718	293376	2943587
2719	293484	2943475
2720	293575	2943200
2721	293696	2943218
2722	293815	2943226
2723	293917	2943055
2724	294041	2943116
2725	294141	2942924
2726	294264	2942963
2727	294361	2942746
2728	294501	2942962
2729	294635	2943120
2730	294735	2942935
2731	294858	2942970
2732	295006	2943265
2733	295118	2943200
2734	295215	2942983
2735	295337	2943010
2736	295444	2942893
2737	295546	2942724
2738	295668	2942759
2739	295787	2942765
2740	295909	2942793
2741	296043	2942948
2742	296136	2942688
2743	296272	2942859
2744	296369	2942646
2745	296502	2942778
2746	296612	2942697
2747	296721	2942592
2748	296816	2942355
2749	296929	2942296
2750	297024	2942067
2751	297136	2942000
2752	297237	2941818
2753	297357	2941833
2754	297449	2941568
2755	297575	2941633
2756	297704	2941731
2757	297796	2941470
2758	297921	2941529
2759	298020	2941334
2760	298164	2941582
2761	298279	2941543
2762	298381	2941372
2763	298516	2941535
2764	298629	2941470
2765	298727	2941267
2766	298857	2941373
2767	298972	2941336
2768	299077	2941198
2769	299178	2941021
2770	299302	2941072
2771	299426	2941120
2772	299529	2940958
2773	299664	2941114
2774	299761	2940899
2775	299884	2940939
2776	299978	2940692
2777	300106	2940781
2778	300207	2940610
2779	300330	2940648
2780	300434	2940501
2781	300554	2940508
2782	300654	2940316
2783	300778	2940373
2784	300875	2940154
2785	301006	2940266
2786	301103	2940054
2787	301225	2940082
2788	301323	2939879
2789	301443	2939880
2790	301537	2939644
2791	301657	2939645
2792	301765	2939542
2793	301870	2939398
2794	302001	2939516
2795	302106	2939375
2796	302224	2939368
2797	302333	2939265
2798	302461	2939355
2799	302557	2939127
2800	302670	2939069
2801	302770	2938887
2802	302896	2938948
2803	303020	2938997
2804	303149	2939088
2805	303245	2938861
2806	303374	2938958
2807	303473	2938768
2808	303605	2938891
2809	303704	2938691
2810	303834	2938795
2811	303942	2938690
2812	304041	2938493
2813	304155	2938441
2814	304251	2938217
2815	304360	2938121
2816	304469	2938021
2817	304572	2937859
2818	304695	2937894
2819	304827	2938018
2820	304924	2937804
2821	305049	2937857
2822	305145	2937637
2823	305272	2937708
2824	305372	2937520
2825	305491	2937520
2826	305601	2937424
2827	305721	2937435
2828	305815	2937190
2829	305930	2937153
2830	306024	2936907
2831	306142	2936887
2832	306260	2936878
2833	306363	2936726
2834	306483	2936725
2835	306582	2936528
2836	306712	2936637
2837	306811	2936437
2838	306949	2936617
2839	307050	2936440
2840	307174	2936482
2841	307265	2936212
2842	307389	2936260
2843	307483	2936016
2844	307606	2936048
2845	307705	2935853
2846	307829	2935893
2847	307940	2935814
2848	308048	2935709
2849	308149	2935530
2850	308277	2935613
2851	308375	2935404
2852	308499	2935449
2853	308594	2935215
2854	308713	2935211
2855	308811	2935010
2856	308936	2935057
2857	309037	2934879
2858	309160	2934919
2859	309253	2934662
2860	309379	2934729
2861	309479	2934540
2862	309589	2934450
2863	309702	2934387
2864	309807	2934249
2865	309929	2934269
2866	310028	2934075
2867	310152	2934122
2868	310249	2933904
2869	310388	2934088
2870	310480	2933830
2871	310602	2933848
2872	310699	2933642
2873	310822	2933673
2874	310968	2933916
2875	311071	2933765
2876	311193	2933781
2877	311296	2933629
2878	311393	2933419
2879	311514	2933430
2880	311611	2933214
2881	311722	2933130
2882	311822	2932946
2883	311943	2932961
2884	312042	2932770
2885	312164	2932792
2886	312266	2932620
2887	312394	2932703
2888	312486	2932445
2889	312604	2932428
2890	312693	2932134
2891	312806	2932076
